Link
https://www.viva.co.id/berita/dunia/1336191-apa-peluang-indonesia-saat-australia-perang-dagang-dengan-china
https://www.viva.co.id/berita/dunia/1336187-organisasi-media-terbesar-jerman-lumpuh-diserang-hacker-misterius
https://www.viva.co.id/berita/nasional/1336190-pedagang-obat-kuat-syok-berat-lalu-tewas-usai-diancam-konsumen
https://www.viva.co.id/berita/nasional/1336180-maklumat-kapolri-soal-fpi-polri-jamin-tak-membredel-kebebasan-pers
https://www.viva.co.id/berita/dunia/1336186-brexit-ayah-pm-inggris-boris-johnson-memohon-jadi-warga-prancis
https://www.viva.co.id/berita/nasional/1336185-komunitas-pers-minta-kapolri-cabut-pasal-2d-maklumat-soal-fpi
https://www.viva.co.id/berita/kriminal/1336176-cinta-ditolak-gadis-smp-diperkosa-bergilir-8-pria
https://www.viva.co.id/berita/bisnis/1336173-pln-tebar-diskon-listrik-lagi-begini-cara-dapatkannya
https://www.viva.co.id/berita/kriminal/1336167-selundupkan-sabu-dalam-tangki-mobil-4-pelaku-diciduk-polisi
https://www.viva.co.id/berita/nasional/1336159-pigai-ke-jenderal-hendropriyono-apa-kapasitas-bapak-di-negeri-ini
https://www.viva.co.id/berita/metro/1336158-pasien-covid-19-menikah-secara-virtual-di-wisma-atlet
https://www.viva.co.id/berita/nasional/1336149-drone-china-di-perairan-sulawesi-dpr-minta-tni-al-perketat-pengamanan
https://www.viva.co.id/berita/kriminal/1336146-polisi-tangkap-2-remaja-pembuat-parodi-lagu-indonesia-raya
https://www.viva.co.id/berita/nasional/1336141-update-covid-19-nasional-pasien-sembuh-total-617-936-orang
https://www.viva.co.id/berita/nasional/1336139-malam-tahun-baru-berjalan-lancar-kapolri-apresiasi-masyarakat
https://www.viva.co.id/berita/nasional/1336136-kereta-bandara-solo-kembali-beroperasi-setelah-berhenti-9-bulan
https://www.viva.co.id/berita/bisnis/1336130-lipi-uu-cipta-kerja-bisa-buat-ri-keluar-dari-middle-income-trap
https://www.viva.co.id/berita/nasional/1336124-survei-mayoritas-guru-setuju-sekolah-tatap-muka-mulai-januari
